被试ID:130123xx,,,,,,
被试姓名:Test,,,,,,
被试性别:男,,,,,,
被试生日:2026/4/15,,,,,,
设备ID:,,,,,,
采样率:100,,,,,,
数据单位:,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Index,1,2,3,4,5,6
1877,3347990,5188560,3843177,3259275,4759569,4895751
1878,3392800,5185454,3846374,3269590,4758216,4891054
1879,3376544,5175407,3848287,3278272,4757428,4889934
1880,3364646,5165529,3848287,3284661,4756715,4888838
1881,3410008,5165529,3845865,3284661,4755435,4881950
1882,3483397,5158637,3844606,3289489,4752557,4873018
1883,3502458,5158200,3846083,3292879,4749457,4865764
1884,3547168,5165432,3853638,3293733,4749457,4861626
1885,3573317,5172955,3854848,3293220,4745176,4857269
1886,3583937,5177542,3840562,3292294,4741830,4857269
1887,3597563,5179896,3826882,3292001,4737106,4852572
1888,3597563,5179338,3809230,3291635,4732555,4849043
1889,3648310,5176183,3791941,3291757,4728668,4853034
1890,3721799,5172082,3778526,3291635,4725888,4850917
1891,3782239,5167082,3778526,3291245,4721558,4838892
1892,3814876,5167082,3775378,3291245,4715801,4824483
1893,3833436,5162811,3774047,3289075,4711692,4810658
1894,3864094,5159219,3770124,3285636,4708076,4795323
1895,3891346,5155166,3765741,3282320,4708076,4781328
1896,3914264,5151235,3760414,3278028,4708100,4781328
1897,3934803,5147400,3757944,3274613,4710068,4764119
1898,3953338,5141261,3759664,3268053,4712258,4745012
1899,3953338,5134344,3757727,3262908,4714349,4721621
1900,3971247,5128568,3755329,3258909,4715579,4696307
1901,3989432,5121700,3756394,3253690,4719073,4680559
1902,4001480,5115997,3756394,3246911,4720426,4668072
1903,4011424,5115997,3764022,3246911,4722320,4659359
1904,4019439,5108862,3773732,3243180,4724190,4645509
1905,4020917,5101363,3782788,3240814,4724190,4629785
1906,4020641,5092602,3787631,3239887,4728200,4618662
1907,4013127,5081705,3787534,3240644,4733736,4618662
1908,4007616,5068406,3784265,3241253,4739960,4609023
1909,4003208,5055252,3781214,3242985,4746480,4599725
1910,4003208,5041734,3782255,3242643,4754550,4592277
1911,3996119,5029430,3786977,3243741,4763357,4585511
1912,3988981,5017150,3793393,3243570,4774330,4578914
1913,3984322,5006666,3793393,3243570,4811505,4575093
1914,3979087,5006666,3801554,3241424,4828775,4575993
1915,3972625,4997347,3808092,3238985,4841445,4580715
1916,3958122,4988634,3813104,3237205,4841445,4586070
1917,3942543,4977932,3815695,3235450,4847990,4590695
1918,3927113,4966186,3817148,3233059,4844669,4590695
1919,3914164,4954488,3819012,3229694,4840953,4596390
1920,3898284,4944975,3821385,3228231,4834311,4602670
1921,3898284,4936553,3826591,3230084,4830497,4606565
1922,3877670,4930705,3827995,3237229,4827569,4609461
1923,3850944,4925657,3827826,3246691,4827053,4608902
1924,3822115,4919905,3827826,3246691,4830350,4608828
1925,3794186,4919905,3825283,3247155,4833327,4605761
1926,3763153,4917090,3820755,3237790,4831408,4600942
1927,3731442,4917017,3816736,3223914,4831408,4599701
1928,3703064,4917308,3812983,3205039,4826512,4601332
1929,3667471,4922502,3809811,3191237,4824371,4601332
1930,3636187,4933253,3807413,3190847,4825872,4603571
1931,3604326,4943931,3804944,3194700,4829538,4602013
1932,3604326,4960507,3802377,3203186,4831112,4600358
1933,3573543,4978271,3800004,3213770,4831654,4597413
1934,3542509,4993925,3796905,3213770,4835000,4593421
1935,3516560,5004045,3796905,3223159,4840683,4588942
1936,3490660,5004045,3795089,3229206,4848211,4586898
1937,3471574,5008195,3790367,3232840,4853845,4586143
1938,3450910,5010525,3784580,3234840,4853845,4585851
1939,3429920,5011228,3778115,3238619,4857511,4583612
1940,3411410,5011277,3770003,3244545,4856256,4583612
1941,3390596,5011107,3761044,3251008,4852960,4580058
1942,3375692,5011350,3753199,3258421,4850844,4574484
1943,3375692,5013291,3746636,3267444,4848925,4566428
1944,3361616,5012976,3740292,3277613,4848629,4555840
1945,3348616,5013679,3732738,3277613,4851877,4544108
1946,3334239,5033677,3726418,3287417,4848851,4535637
1947,3321565,5033677,3726418,3295244,4847448,4529260
1948,3313399,5064911,3719638,3304682,4847448,4525779
1949,3305284,5093209,3710679,3314680,4842602,4527118
1950,3302303,5141236,3701042,3324142,4837361,4527118
1951,3289329,5180867,3695037,3334506,4833105,4525998
1952,3273624,5217319,3692349,3342164,4826610,4526899
1953,3261100,5251732,3694334,3347797,4818713,4524587
1954,3261100,5271584,3701768,3350967,4808601,4512636
1955,3228238,5276073,3712350,3350967,4797235,4497447
1956,3159958,5269424,3723101,3352699,4786385,4492312
1957,3079631,5260007,3735304,3352918,4775880,4485935
1958,3037651,5260007,3735304,3352772,4764243,4483647
1959,3005991,5244815,3752884,3353064,4764243,4487443
1960,3002134,5230351,3760366,3352942,4750909,4502948
1961,3019993,5219527,3752230,3351967,4735827,4502948
1962,3043738,5212077,3744409,3349553,4719663,4517820
1963,3068835,5207903,3746927,3345432,4700203,4536903
1964,3099393,5204893,3763707,3339847,4678577,4552700
1965,3099393,5199676,3775451,3333263,4655278,4567085
1966,3131554,5192880,3776589,3333263,4629594,4568424
1967,3159557,5186473,3766952,3326069,4605902,4570760
1968,3175312,5181983,3741987,3318558,4585629,4568034
1969,3190767,5177907,3741987,3311510,4567472,4606175
1970,3219671,5177907,3722326,3304121,4567472,4647018
1971,3267086,5174751,3719178,3298659,4550841,4700932
1972,3299924,5172470,3724432,3292220,4536719,4700932
1973,3311496,5170456,3731309,3285075,4524320,4755089
1974,3322216,5167738,3736104,3277150,4520875,4805522
1975,3327301,5166791,3737532,3269614,4525452,4851427
1976,3327301,5166864,3734748,3269614,4540754,4887184
1977,3335291,5167131,3731551,3262152,4557016,4915150
1978,3342755,5166694,3732278,3250130,4587819,4939977
1979,3353776,5167422,3736127,3244033,4622139,4962614
1980,3369531,5169582,3736127,3238254,4622139,4983255
1981,3383282,5169582,3742593,3230840,4659953,4999124
1982,3387540,5171936,3746685,3220476,4690312,5013461
1983,3386588,5172931,3752036,3209209,4717966,5013461
1984,3387690,5174388,3755281,3201284,4741215,5023489
1985,3384609,5172907,3763610,3199260,4761709,5031667
1986,3379074,5171645,3773296,3201138,4775782,5034393
1987,3379074,5169873,3783708,3201138,4783949,5040673
1988,3368905,5170141,3791311,3204674,4787591,5047148
1989,3360739,5170990,3796106,3210478,4791946,5052186
1990,3355304,5171427,3797873,3221086,4837484,5056762
1991,3347414,5170383,3797873,3237717,4837484,5060827
1992,3340000,5170383,3801069,3254885,4875151,5063382
1993,3332711,5168733,3803103,3262469,4895571,5069200
1994,3328328,5167228,3804556,3263152,4893824,5069200
1995,3325522,5165626,3806034,3259031,4888166,5073630
1996,3319511,5163758,3806517,3247252,4882605,5075163
1997,3312923,5162665,3806082,3238229,4881523,5076453
1998,3312923,5162933,3805719,3238229,4879062,5074725
1999,3309041,5163224,3807438,3240473,4872666,5066985
2000,3307638,5163855,3808939,3250032,4866417,5059245
2001,3307638,5163200,3810513,3249471,4860217,5052113
2002,3308791,5162860,3810513,3230913,4860217,5043423
2003,3314101,5162860,3812813,3206966,4852517,5034734
2004,3319085,5163272,3815307,3184799,4845382,5034734
2005,3311596,5164898,3816857,3167533,4839084,5026726
2006,3313374,5166840,3819036,3159803,4832638,5011781
2007,3317933,5170626,3821748,3159584,4821911,4996033
2008,3315553,5174120,3824073,3159584,4811529,4977875
2009,3315553,5176547,3823758,3165924,4801442,4962419
2010,3318985,5176256,3824170,3176483,4796743,4948448
2011,3321916,5173999,3826615,3183457,4793520,4936375
2012,3322542,5177761,3827584,3183604,4793520,4925811
2013,3329755,5183440,3827584,3176483,4790814,4917292
2014,3338246,5183440,3827971,3167192,4788599,4910234
2015,3351021,5192419,3828431,3157023,4786287,4910234
2016,3364145,5201932,3827802,3151414,4785991,4905025
2017,3380527,5209625,3828020,3147147,4787443,4901812
2018,3397910,5215280,3829351,3146488,4789116,4899086
2019,3413890,5220644,3831579,3146488,4788993,4894072
2020,3413890,5226201,3836446,3151219,4786410,4887914
2021,3439363,5232511,3839618,3158730,4784023,4878689
2022,3470923,5241248,3840030,3165656,4782498,4870584
2023,3496371,5251732,3844291,3174483,4782498,4863257
2024,3519690,5264885,3850297,3181921,4781047,4856198
2025,3535872,5264885,3850297,3188262,4780702,4852304
2026,3529259,5258576,3851967,3193139,4780013,4852304
2027,3513454,5242583,3855163,3195212,4779669,4850284
2028,3505864,5217828,3861653,3197139,4779398,4849456
2029,3482170,5194870,3869982,3197139,4775954,4849432
2030,3473302,5179290,3877150,3199699,4772977,4848653
2031,3473302,5167228,3881702,3204064,4770000,4850235
2032,3510072,5158248,3877731,3210917,4766826,4849286
2033,3572767,5153322,3875455,3217843,4762939,4844637
2034,3615122,5151696,3879063,3226012,4762939,4840280
2035,3637063,5154754,3887804,3232084,4760651,4849578
2036,3659857,5154754,3887804,3238619,4758732,4869926
2037,3691542,5157302,3887247,3243643,4759076,4869926
2038,3728862,5157302,3870273,3249642,4758978,4877715
2039,3752106,5153977,3852234,3254178,4759052,4884019
2040,3766960,5147740,3839425,3254178,4756961,4888425
2041,3783190,5138033,3828140,3258787,4754771,4867370
2042,3783190,5126141,3815114,3262469,4751277,4882194
2043,3802152,5116167,3803951,3265517,4749236,4884263
2044,3815377,5107794,3798721,3267932,4749236,4880660
2045,3823693,5102406,3795428,3269200,4748867,4865326
2046,3827825,5098426,3791747,3272395,4746775,4834901
2047,3834588,5098426,3791747,3274979,4747046,4802504
2048,3836266,5094082,3789011,3278589,4745914,4802504
2049,3835941,5088112,3785475,3281466,4744660,4768038
2050,3836016,5080467,3779858,3281466,4744635,4735860
2051,3843155,5072289,3773296,3283685,4744315,4713759
2052,3850318,5065008,3768211,3285222,4742741,4698400
2053,3850318,5058455,3764870,3284490,4740526,4677200
2054,3855152,5050155,3764264,3282295,4736860,4649841
2055,3850994,5042244,3765499,3280393,4736860,4621729
2056,3838971,5031396,3766202,3277443,4732432,4600942
2057,3817631,5021106,3766298,3273224,4725100,4590305
2058,3794787,5021106,3766298,3267152,4717548,4590305
2059,3772846,5010355,3765112,3260689,4709404,4578476
2060,3727911,4999968,3761698,3253251,4703130,4563507
2061,3686432,4988634,3760293,3253251,4699588,4546079
2062,3644176,4977689,3760608,3246325,4699563,4530453
2063,3607282,4968783,3762666,3242789,4701457,4517017
2064,3607282,4959026,3766855,3237400,4707583,4510153
2065,3571289,4950824,3772666,3234864,4729652,4505407
2066,3545164,4944684,3779107,3226719,4729652,4500928
2067,3526854,4941310,3783417,3218135,4750761,4500149
2068,3512903,4939927,3785863,3207112,4759617,4503679
2069,3505238,4939927,3785863,3196333,4763702,4503679
2070,3504061,4939199,3786154,3192115,4760429,4510932
2071,3509571,4937306,3786904,3192115,4753787,4519865
2072,3515733,4934151,3789568,3196480,4746283,4527069
2073,3522821,4931845,3792183,3205259,4740010,4533496
2074,3529434,4927792,3795573,3209258,4736983,4541406
2075,3529434,4922526,3798866,3212575,4736024,4545349
2076,3530336,4917672,3801965,3217184,4736024,4543280
2077,3534494,4911678,3805089,3219306,4741240,4538874
2078,3528583,4909057,3808092,3214307,4752483,4532619
2079,3518213,4904495,3809157,3206771,4764390,4526826
2080,3510223,4904495,3809157,3198187,4772633,4526826
2081,3497724,4899762,3810513,3190749,4773887,4519281
2082,3489057,4892409,3811094,3190749,4773223,4511516
2083,3476183,4884667,3810997,3188603,4776397,4505601
2084,3455343,4882094,3810561,3194041,4786016,4504141
2085,3437610,4883769,3810174,3200699,4796817,4507232
2086,3437610,4886390,3807317,3205527,4806855,4512344
2087,3418173,4890807,3804508,3209770,4806855,4514242
2088,3405048,4897627,3800972,3213892,4815564,4519402
2089,3392249,4907140,3796953,3218623,4824986,4515922
2090,3382180,4920148,3795500,3225573,4833253,4507768
2091,3364897,4920148,3795500,3235425,4839453,4507768
2092,3345410,4932137,3795064,3245692,4842750,4497667
2093,3325748,4941747,3792667,3245692,4842798,4483549
2094,3308365,4949440,3789059,3254788,4842085,4470771
2095,3292535,4953323,3784483,3262299,4842454,4464320
2096,3283267,4954318,3778913,3268639,4843414,4463590
2097,3283267,4954901,3772836,3273980,4842676,4478754
2098,3269240,4973539,3765862,3279271,4842676,4495208
2099,3252960,5023193,3756758,3287099,4839625,4504847
2100,3234725,5086243,3748889,3295342,4835221,4507281
2101,3230116,5145726,3743343,3302390,4827890,4510688
2102,3258370,5145726,3738283,3308267,4818024,4510688
2103,3251407,5185867,3738283,3308267,4806904,4508839
2104,3212232,5203753,3730752,3313266,4794159,4504798
2105,3150515,5212902,3721164,3317290,4780013,4499906
2106,3098767,5210985,3717410,3318850,4764440,4502072
2107,3065679,5204796,3722786,3320314,4748276,4508668
2108,3065679,5197418,3726757,3321021,4748276,4518209
2109,3045691,5184071,3721115,3320777,4732678,4526997
2110,3038378,5174242,3710727,3319045,4716514,4538753
2111,3031490,5170965,3710413,3316509,4699957,4549633
2112,3024426,5170577,3718016,3313193,4680078,4549633
2113,3029736,5170577,3721817,3309803,4658649,4558687
2114,3039004,5171936,3721817,3309803,4634957,4575945
2115,3051277,5171184,3729905,3305121,4611609,4558444
2116,3073895,5169461,3733125,3300366,4587696,4548975
2117,3094309,5168199,3736588,3296220,4564348,4555280
2118,3105905,5165699,3737556,3292148,4544444,4574071
2119,3105905,5161088,3729711,3287928,4544444,4598946
2120,3114597,5157157,3717168,3283100,4526878,4621704
2121,3123364,5155288,3703972,3278442,4512019,4635651
2122,3136940,5153735,3693754,3273882,4500406,4659821
2123,3159182,5150822,3696150,3268395,4490737,4659821
2124,3169902,5150822,3706829,3268395,4494034,4699009
2125,3179771,5150701,3706829,3260884,4502374,4735617
2126,3190190,5150361,3717095,3253105,4515537,4761222
2127,3198882,5146648,3725498,3245935,4532389,4784516
2128,3210429,5141964,3729372,3235522,4548086,4800751
2129,3225157,5139489,3731721,3232572,4562700,4818276
2130,3225157,5137207,3731164,3231718,4562700,4840767
2131,3246096,5136844,3735425,3232157,4573648,4858681
2132,3266059,5138470,3742932,3232035,4578716,4871995
2133,3270292,5140436,3753102,3231181,4579577,4884895
2134,3261150,5142790,3761528,3228597,4577141,4884895
2135,3255364,5142790,3767315,3228597,4571310,4896749
2136,3255064,5144609,3767315,3225231,4565504,4907434
2137,3253535,5145386,3772424,3222988,4561371,4917876
2138,3250254,5147935,3778744,3221768,4575124,4931044
2139,3247599,5151745,3786081,3223329,4638254,4946014
2140,3246597,5154414,3791868,3229816,4638254,4961859
2141,3246597,5157788,3797098,3235230,4674936,4974565
2142,3245495,5158103,3801263,3231620,4714521,4987222
2143,3243016,5158346,3808213,3216257,4733859,4999757
2144,3240361,5157181,3812329,3200479,4745053,5009031
2145,3237230,5154705,3817462,3200479,4748448,5009031
2146,3234500,5154705,3821095,3196187,4749826,5015408
2147,3233999,5151284,3821095,3202138,4749506,5020057
2148,3235752,5148978,3824799,3209551,4749481,5022515
2149,3235927,5146090,3830538,3209307,4752680,5022223
2150,3232070,5144439,3835090,3201089,4755878,5020422
2151,3227186,5142085,3840054,3182092,4755878,5017574
2152,3227186,5140532,3845453,3157072,4756247,5014897
2153,3221049,5137912,3848965,3131051,4756985,5012487
2154,3216816,5136188,3850393,3109250,4755903,5007376
2155,3214687,5136479,3851289,3095496,4755755,5000585
2156,3219371,5137766,3851507,3095496,4755239,5000585
2157,3231469,5137766,3851507,3090058,4753762,4991506
2158,3252684,5144246,3851507,3098032,4752065,4979798
2159,3260775,5149463,3850684,3115907,4750244,4969575
2160,3263204,5152012,3849739,3134465,4748842,4960156
2161,3271821,5155531,3848287,3145781,4751253,4948959
2162,3277180,5158418,3847173,3152511,4751253,4939101
2163,3277180,5161622,3847028,3150731,4755164,4930363
2164,3282441,5162714,3847560,3147683,4760577,4922428
2165,3290906,5165990,3851144,3149195,4767564,4914493
2166,3296743,5165214,3854534,3158193,4772411,4914493
2167,3302178,5161792,3855478,3158193,4776003,4907337
2168,3308440,5161792,3859377,3170094,4777577,4899914
2169,3328277,5160942,3865285,3179629,4776077,4892295
2170,3358911,5163054,3865285,3187213,4774207,4884068
2171,3387740,5163272,3870685,3194895,4770935,4876352
2172,3416821,5172616,3874776,3203771,4770935,4872020
2173,3434429,5184386,3879111,3209698,4769459,4866275
2174,3434429,5178610,3881581,3217940,4769459,4860750
2175,3424785,5172907,3881630,3226548,4767564,4854981
2176,3407428,5163296,3877174,3236449,4766432,4851987
2177,3411135,5154026,3877150,3236449,4765252,4851987
2178,3419175,5146769,3876205,3246033,4764267,4849115
2179,3445149,5146769,3872380,3252934,4762152,4845245
2180,3471474,5133713,3864970,3259275,4759667,4841351
2181,3503986,5119661,3864970,3262299,4755755,4852815
2182,3514405,5109614,3861846,3265567,4751499,4853253
2183,3535445,5107236,3864897,3269127,4751499,4856710
2184,3539303,5110415,3873881,3270980,4747267,4863963
2185,3539303,5119928,3882695,3272565,4744290,4866616
2186,3520142,5127597,3873251,3274565,4741732,4867322
2187,3515207,5130679,3855599,3276077,4738337,4873967
2188,3529835,5130121,3835768,3276077,4735433,4873967
2189,3551250,5126845,3817898,3276296,4732973,4862746
2190,3554206,5126845,3801602,3276516,4729578,4846681
2191,3546792,5126287,3793321,3275858,4726011,4858657
2192,3545289,5126481,3793321,3275711,4722246,4861115
2193,3555283,5124394,3792982,3274858,4718704,4853691
2194,3567581,5123666,3789568,3272590,4718704,4832394
2195,3576799,5121676,3783369,3269809,4714718,4801019
2196,3576799,5120123,3776347,3266639,4711446,4767405
2197,3579830,5119249,3772812,3263420,4711594,4739365
2198,3572190,5118035,3772037,3263420,4712307,4716193
